6.5479,0.2968
7.5386,3.8845
5.0365,5.7014
10.2740,6.7526
5.1077,2.0576
5.7292,0.4795
5.1884,0.2042
6.3557,0.6786
9.7687,7.5435
6.5159,5.3436
8.5172,4.2415
9.1802,6.7981
6.0020,0.9270
5.5204,0.1520
5.0594,2.8214
5.7077,1.8451
7.6366,4.2959
5.8707,2.2029
5.3054,1.9869
8.2934,0.1445
13.3940,9.0551
5.4369,0.6170
7.1421,3.3040
6.3243,2.0050
5.7687,2.9526
7.8754,4.6783
6.8931,3.2158
6.1224,1.7532
8.4533,6.1923
7.5248,4.8031
9.2741,7.3044
6.7283,3.4289
8.1842,5.7413
6.5673,2.2391
5.8841,1.3827
7.4625,3.9516
9.0432,6.6071
6.9146,3.5739
5.7393,2.3285
7.8124,4.9846
8.9267,7.2185
6.3452,1.4852
5.6423,1.2024
7.9584,5.3157
10.3841,8.2092
5.4983,0.9423
6.7612,2.7286
8.1624,5.4841
7.4852,3.1076
6.1287,1.7893
8.1836,7.2853
13.0811,10.6362
11.2219,8.8619
10.0886,7.7698
6.3262,3.5824
6.3260,4.3409
5.4937,3.9343
12.3625,10.9471
10.1095,8.4312
11.0186,7.0519
5.1750,4.4641
13.2442,10.2103
12.0758,8.9837
6.8049,6.0556
6.5455,6.2674
6.5589,6.1784
7.5861,5.2296
9.4604,7.2591
8.6715,7.2685
7.4754,6.9559
10.2007,7.6814
6.1857,4.7629
7.4832,4.8802
8.1141,5.2951
8.8766,7.9138
11.6740,10.6954
6.6972,5.2858
9.3710,8.5003
10.0355,8.3901
5.3948,3.6707
10.1641,8.4927
6.4495,6.6976
5.5529,4.4065
13.0655,12.0171
13.2079,7.9466
11.8714,10.3190
7.5892,6.1584
5.8302,4.3652
10.8160,8.7445
8.7413,5.0055
6.0373,4.6102
9.2090,7.7243
5.2923,5.7117
12.7292,9.6651
7.1996,4.9512
10.6314,8.0034
7.6495,7.0350
9.4206,7.8652
9.6470,7.1879
6.5713,5.7703
9.8906,9.3600
7.5053,5.3962
8.8207,6.4030
12.6030,10.4712
5.0425,3.6910
6.0941,4.1972
11.0367,9.4695
12.4327,9.9650
6.2304,6.4214
10.1758,9.5765
13.0219,8.7995
6.8828,5.5022
6.6680,5.5037
5.9754,6.2957
6.9773,5.3038
13.8076,11.4615
12.3051,11.6068
6.5475,6.7253
12.3460,11.1963
7.4667,5.0628
8.8853,9.0748
13.4603,11.2613
12.3588,10.1289
8.0250,7.2816
6.5787,7.0473
8.3555,7.3437
5.0512,4.2559
7.2718,7.0126
12.1610,12.6362
5.1373,3.4271
10.3896,8.9430
10.4342,11.4085
5.9463,5.4580
8.4375,5.2870
5.3283,5.8065
13.0137,10.6161
13.8283,10.4837
5.5395,5.3441
13.0149,10.7642
10.1921,8.2610
11.6823,9.3933
10.6717,9.8940
10.2366,8.7263
5.1840,5.9239
6.8902,6.2263
9.9022,7.9362
11.9220,11.1761
7.2563,7.2667
7.5731,4.3042
12.6716,11.5300
13.7751,11.4236
12.9637,11.4995
8.2356,7.4682
10.3897,11.5403
8.1932,8.9833
8.0617,7.5999
6.6027,5.0226
7.1392,5.2549
5.4038,4.4163
9.5489,8.6236
8.3863,6.8616
10.3352,7.9289
10.6695,10.6284
6.2834,4.2482
13.4046,12.1519
13.5174,10.2904
10.4207,9.0339
8.4899,6.3407
8.2687,7.1460
6.8391,4.8551
7.4909,4.4861
7.2188,6.3183
6.5625,5.0296
13.6995,11.5919
13.6131,14.7445
10.3818,12.1587
11.5817,11.4478
8.0635,7.8668
5.8285,6.7987
9.1715,7.4596
9.5783,8.6403
5.7961,3.8489
9.7523,8.8664
13.9294,11.9265
8.5553,7.6558
8.0204,8.1520
12.2491,12.0835
11.7891,9.7078
7.8176,6.7685
10.7063,10.6481
9.8636,8.2762
7.6711,7.5239
5.9971,5.9852
7.8138,6.7303
9.1128,6.4213
10.9305,9.5293
7.2883,7.3917
10.7699,8.6896
6.8011,4.6443
10.9186,9.5293
12.0046,10.5546
12.0164,10.0819
10.4930,8.3934
7.7810,6.0290
11.2796,8.6584
12.7366,11.2245
10.6279,7.6778
13.8417,10.0538
13.7885,11.8788
6.5002,7.6577
5.2086,7.1486
6.4467,3.5068
13.3115,11.8546
13.5819,12.0878
6.8988,6.8277
8.2447,8.2617
9.9444,8.2326
7.4465,6.0772
9.1454,7.7836
11.2655,10.0559
9.5032,6.1208
11.4446,9.1635
9.7336,7.1103
5.0126,4.2395
8.5523,7.6005
9.4295,7.6486
8.6259,8.1925
8.1887,6.7138
9.5055,9.5702
9.0066,7.2562
5.8139,5.2670
7.4621,5.6885
13.4913,11.4485
5.2389,5.4460
5.3600,4.4264
7.5483,6.2452
10.2411,9.4954
13.9180,12.9221
13.9338,11.4386
13.9381,12.3838
5.9904,2.9606
10.9803,9.5964
9.7159,6.9874
6.5583,6.5037
13.4866,9.5322
7.1767,6.1244
13.9904,10.6781
10.2442,8.8957
6.6495,5.0798
8.4816,9.9545
6.7071,5.8260
8.6969,6.3271
10.3521,9.4024
11.4493,8.6704
9.3820,6.4583
7.7863,6.9476
10.1970,6.6838
8.9754,7.7962
8.2371,6.8226
7.8920,7.8864
6.8739,5.3994
9.0613,8.4411
9.4266,7.8577
13.0917,11.0419
